id,related_id,class,type/scale,name,relevance,text,help,language,validation,mandatory,other,default,same_default,allowed_filetypes,alphasort,answer_width,answer_width_bycolumn,array_filter,array_filter_exclude,array_filter_style,assessment_value,category_separator,choice_input_columns,choice_title,code_filter,commented_checkbox,commented_checkbox_auto,cssclass,date_format,date_max,date_min,display_columns,display_rows,display_type,dropdown_dates,dropdown_dates_minute_step,dropdown_dates_month_style,dropdown_prefix,dropdown_prepostfix,dropdown_separators,dropdown_size,dualscale_headerA,dualscale_headerB,em_validation_q,em_validation_q_tip,em_validation_sq,em_validation_sq_tip,equals_num_value,equation,exclude_all_others,exclude_all_others_auto,hidden,hide_tip,input_boxes,input_size,label_input_columns,location_city,location_country,location_defaultcoordinates,location_mapheight,location_mapservice,location_mapwidth,location_mapzoom,location_nodefaultfromip,location_postal,location_state,max_answers,max_filesize,max_num_of_files,max_num_value,max_num_value_n,max_subquestions,maximum_chars,min_answers,min_num_of_files,min_num_value,min_num_value_n,multiflexible_checkbox,multiflexible_max,multiflexible_min,multiflexible_step,num_value_int_only,numbers_only,other_comment_mandatory,other_numbers_only,other_replace_text,page_break,parent_order,prefix,printable_help,public_statistics,question_template,random_group,random_order,rank_title,repeat_headings,reverse,samechoiceheight,samelistheight,scale_export,show_comment,show_grand_total,show_title,show_totals,showpopups,slider_accuracy,slider_custom_handle,slider_default,slider_default_set,slider_handle,slider_layout,slider_max,slider_middlestart,slider_min,slider_orientation,slider_rating,slider_reset,slider_reversed,slider_separator,slider_showminmax,statistics_graphtype,statistics_showgraph,statistics_showmap,suffix,text_input_columns,text_input_width,time_limit,time_limit_action,time_limit_countdown_message,time_limit_disable_next,time_limit_disable_prev,time_limit_message,time_limit_message_delay,time_limit_message_style,time_limit_timer_style,time_limit_warning,time_limit_warning_2,time_limit_warning_2_display_time,time_limit_warning_2_message,time_limit_warning_2_style,time_limit_warning_display_time,time_limit_warning_message,time_limit_warning_style,use_dropdown,value_range_allows_missing
701621,,Q,Y,JRevNode15Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701622,,Q,T,JRevNode15Q4,"((579469X32124X701621.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174923,701621,C,1,579469X32124X701621,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701623,,Q,T,JRevNode15Q5,"((579469X32124X701621.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174924,701621,C,1,579469X32124X701621,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32125,,G,4,Candidate Feature Evaluation - JReversePro - Node 24,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-d2252d02-7fff-f7dd-5807-0110e30bcac3"">Extent: </b>[jreversepro.awtui.JClassEditPanel, jreversepro.gui.JClassEditPanel]</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b>[Font getEditorFont(), void JClassEditPanel(), void setEditorFont(Font aFont), void writeCode(String aCode)]</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701624,,Q,Y,JRevNode24Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701625,,Q,5,JRevNode24Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701626,,Q,Y,JRevNode24Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701627,,Q,T,JRevNode24Q4,"((579469X32125X701626.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174925,701626,C,1,579469X32125X701626,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701628,,Q,T,JRevNode24Q5,"((579469X32125X701626.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174926,701626,C,1,579469X32125X701626,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32126,,G,5,Candidate Feature Evaluation - JReversePro - Node20,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-2bee9098-7fff-6491-dcd0-c9ed82445d1b"">Extent:</b> [jreversepro.reflect.JField, jreversepro.runtime.Operand]</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b>[String getDatatype(), String getValue()]</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701629,,Q,Y,JRevNode20Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701630,,Q,5,JRevNode20Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701631,,Q,Y,JRevNode20Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701632,,Q,T,JRevNode20Q4,"((579469X32126X701631.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174927,701631,C,1,579469X32126X701631,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701633,,Q,T,JRevNode20Q5,"((579469X32126X701631.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174928,701631,C,1,579469X32126X701631,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32127,,G,6,Candidate Feature Evaluation - JReversePro - Node 11,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-19297a86-7fff-74f9-4410-2a367e66d8d5"">Extent: </b>jreversepro.JAwtFrame, jreversepro.JCmdMain, jreversepro.JMainFrame</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b>void main(String[] aArgs)</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701634,,Q,Y,JRevNode11Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701635,,Q,5,JRevNode11Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701636,,Q,Y,JRevNode11Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701637,,Q,T,JRevNode11Q4,"((579469X32127X701636.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174929,701636,C,1,579469X32127X701636,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701638,,Q,T,JRevNode11Q5,"((579469X32127X701636.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174930,701636,C,1,579469X32127X701636,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32128,,G,7,Candidate Feature Evaluation - JHotDraw - Node 20,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-19297a86-7fff-74f9-4410-2a367e66d8d5"">Extent: </b>CH.ifa.draw.standard.ConnectionHandle, CH.ifa.draw.standard.ConnectionTool</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b> [ConnectionFigure createConnection(), Connector findConnector(int x, int y, Figure f), Figure findConnectableFigure(int x, int y, Drawing drawing)]</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701639,,Q,Y,JHotNode20Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701640,,Q,5,JHotNode20Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701641,,Q,Y,JHotNode20Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701642,,Q,T,JHotNode20Q4,"((579469X32128X701641.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174931,701641,C,1,579469X32128X701641,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701643,,Q,T,JHotNode20Q5,"((579469X32128X701641.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174932,701641,C,1,579469X32128X701641,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32129,,G,8,Candidate Feature Evaluation - JHotDraw - Node 21,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-19297a86-7fff-74f9-4410-2a367e66d8d5"">Extent: </b>[CH.ifa.draw.util.StorableInput, CH.ifa.draw.util.StorableOutput]</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b> [void map(Storable storable)]</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701644,,Q,Y,JHotNode21Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701645,,Q,5,JHotNode21Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
