id,related_id,class,type/scale,name,relevance,text,help,language,validation,mandatory,other,default,same_default,allowed_filetypes,alphasort,answer_width,answer_width_bycolumn,array_filter,array_filter_exclude,array_filter_style,assessment_value,category_separator,choice_input_columns,choice_title,code_filter,commented_checkbox,commented_checkbox_auto,cssclass,date_format,date_max,date_min,display_columns,display_rows,display_type,dropdown_dates,dropdown_dates_minute_step,dropdown_dates_month_style,dropdown_prefix,dropdown_prepostfix,dropdown_separators,dropdown_size,dualscale_headerA,dualscale_headerB,em_validation_q,em_validation_q_tip,em_validation_sq,em_validation_sq_tip,equals_num_value,equation,exclude_all_others,exclude_all_others_auto,hidden,hide_tip,input_boxes,input_size,label_input_columns,location_city,location_country,location_defaultcoordinates,location_mapheight,location_mapservice,location_mapwidth,location_mapzoom,location_nodefaultfromip,location_postal,location_state,max_answers,max_filesize,max_num_of_files,max_num_value,max_num_value_n,max_subquestions,maximum_chars,min_answers,min_num_of_files,min_num_value,min_num_value_n,multiflexible_checkbox,multiflexible_max,multiflexible_min,multiflexible_step,num_value_int_only,numbers_only,other_comment_mandatory,other_numbers_only,other_replace_text,page_break,parent_order,prefix,printable_help,public_statistics,question_template,random_group,random_order,rank_title,repeat_headings,reverse,samechoiceheight,samelistheight,scale_export,show_comment,show_grand_total,show_title,show_totals,showpopups,slider_accuracy,slider_custom_handle,slider_default,slider_default_set,slider_handle,slider_layout,slider_max,slider_middlestart,slider_min,slider_orientation,slider_rating,slider_reset,slider_reversed,slider_separator,slider_showminmax,statistics_graphtype,statistics_showgraph,statistics_showmap,suffix,text_input_columns,text_input_width,time_limit,time_limit_action,time_limit_countdown_message,time_limit_disable_next,time_limit_disable_prev,time_limit_message,time_limit_message_delay,time_limit_message_style,time_limit_timer_style,time_limit_warning,time_limit_warning_2,time_limit_warning_2_display_time,time_limit_warning_2_message,time_limit_warning_2_style,time_limit_warning_display_time,time_limit_warning_message,time_limit_warning_style,use_dropdown,value_range_allows_missing
701646,,Q,Y,JHotNode21Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701647,,Q,T,JHotNode21Q4,"((579469X32129X701646.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174933,701646,C,1,579469X32129X701646,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701648,,Q,T,JHotNode21Q5,"((579469X32129X701646.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174934,701646,C,1,579469X32129X701646,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32130,,G,9,Candidate Feature Evaluation - JHotDraw - Node 110,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-19297a86-7fff-74f9-4410-2a367e66d8d5"">Extent: </b>[CH.ifa.draw.applet.DrawApplet, CH.ifa.draw.application.DrawApplication]</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b> [Drawing createDrawing(), Drawing drawing(), DrawingView view(), StandardDrawingView createDrawingView(), Tool createSelectionTool(), Tool tool(), ToolButton createToolButton(String iconName, String toolName, Tool tool), void endAnimation(), void initDrawing(), void paletteUserOver(PaletteButton button, boolean inside), void paletteUserSelected(PaletteButton button), void selectionChanged(DrawingView view), void setSelected(ToolButton button), void setTool(Tool t, String name), void startAnimation(), void toolDone()]</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701649,,Q,Y,JHotNode110Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701650,,Q,5,JHotNode110Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701651,,Q,Y,JHotNode110Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701652,,Q,T,JHotNode110Q4,"((579469X32130X701651.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174935,701651,C,1,579469X32130X701651,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701653,,Q,T,JHotNode110Q5,"((579469X32130X701651.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174936,701651,C,1,579469X32130X701651,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32131,,G,10,Candidate Feature Evaluation - JHotDraw - Node 128,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-19297a86-7fff-74f9-4410-2a367e66d8d5"">Extent: </b>[CH.ifa.draw.samples.javadraw.JavaDrawApp, CH.ifa.draw.samples.net.NetApp, CH.ifa.draw.samples.nothing.NothingApp, CH.ifa.draw.samples.pert.PertApplication]</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b> [void createTools(JToolBar palette), void main(String[] args)]</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701654,,Q,Y,JHotNode128Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701655,,Q,5,JHotNode128Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701656,,Q,Y,JHotNode128Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701657,,Q,T,JHotNode128Q4,"((579469X32131X701656.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174937,701656,C,1,579469X32131X701656,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701658,,Q,T,JHotNode128Q5,"((579469X32131X701656.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174938,701656,C,1,579469X32131X701656,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32132,,G,11,Candidate Feature Evaluation - JHotDraw - Node 135,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-19297a86-7fff-74f9-4410-2a367e66d8d5"">Extent: </b>[CH.ifa.draw.contrib.MDI_InternalFrame, CH.ifa.draw.framework.DrawingChangeEvent]</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b> [Drawing getDrawing()]</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701659,,Q,Y,JHotNode135Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701660,,Q,5,JHotNode135Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701661,,Q,Y,JHotNode135Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701662,,Q,T,JHotNode135Q4,"((579469X32132X701661.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174939,701661,C,1,579469X32132X701661,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701663,,Q,T,JHotNode135Q5,"((579469X32132X701661.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174940,701661,C,1,579469X32132X701661,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32133,,G,12,Candidate Feature Evaluation - JHotDraw - Node 5,Array,"<ul><li dir=""ltr"">	<p dir=""ltr""><b id=""docs-internal-guid-19297a86-7fff-74f9-4410-2a367e66d8d5"">Extent: </b>[CH.ifa.draw.figures.AttributeFigure, CH.ifa.draw.figures.PolyLineFigure]</p>	</li>	<li dir=""ltr"">	<p dir=""ltr""><b>Intent: </b> [Color getFrameColor(), Connector connectorAt(int x, int y), Iterator points(), Locator locator(int pointIndex), Object getAttribute(String name), Point pointAt(int i), Rectangle displayBox(), Vector handles(), boolean containsPoint(int x, int y), boolean isEmpty(), int findSegment(int x, int y), int pointCount(), int splitSegment(int x, int y), void addPoint(int x, int y), void basicDisplayBox(Point origin, Point corner), void basicMoveBy(int dx, int dy), void draw(Graphics g), void figureChanged(FigureChangeEvent e), void figureInvalidated(FigureChangeEvent e), void figureRemoved(FigureChangeEvent e), void figureRequestRemove(FigureChangeEvent e), void figureRequestUpdate(FigureChangeEvent e), void insertPointAt(Point p, int i), void read(StorableInput dr), void readObject(ObjectInputStream s), void release(), void removePointAt(int i), void setAttribute(String name, Object value), void setPointAt(Point p, int i), void write(StorableOutput dw)]</p>	</li></ul>",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701664,,Q,Y,JHotNode5Q1,1,"<b id=""docs-internal-guid-fcbda8b0-7fff-2782-3cd8-37b00a19efac"">Is the multiple occurrence of the same set of methods meaningful?</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701665,,Q,5,JHotNode5Q2,1,"<p dir=""ltr""><b id=""docs-internal-guid-dfe3c127-7fff-ed3e-071c-f38cc0882c43"">Are the elements of the feature functionally cohesive, i.e. do the set of methods that occur together (appear to) contribute to the same functions? Assign a cohesion score from 1 (for low cohesion) to 3 (for high cohesion)</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701666,,Q,Y,JHotNode5Q3,1,"<b id=""docs-internal-guid-5b3be9c5-7fff-656f-dfd0-386a1914ca7a"">Does the feature correspond to a “useful” or “interesting” domain abstraction”.</b>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701667,,Q,T,JHotNode5Q4,"((579469X32133X701666.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-c236e001-7fff-fdf9-a66e-b3d31c67d49b"">Do you see a design anomaly that could have explained how/why this case (multiple occurrences of a set of methods) showed up?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174941,701666,C,1,579469X32133X701666,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701668,,Q,T,JHotNode5Q5,"((579469X32133X701666.NAOK == ""N""))","<p dir=""ltr""><b id=""docs-internal-guid-4fc83f86-7fff-9116-d7ab-d920ebec445e"">Can you think of a “rule” that could have excluded this case?</b></p>",,en,,Y,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174942,701666,C,1,579469X32133X701666,'==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,